$STARTTIME=45628.8611853472
Start time: 02/12/2024 20:40:06.414

C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.csv

    Generated by PEAK-Converter Version 3.0.3.557
    Data imported from C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.trc

-------------------------------------------------------------------------------
   Glossary:
     Rx: The frame was received
     Tx: The frame was transmitted
     DT: CAN or J1939 data frame
     FD: CAN FD data frame
     FB: CAN FD data frame with BRS bit set (Bit Rate Switch)
     FE: CAN FD data frame with ESI bit set (Error State Indicator)
     BI: CAN FD data frame with both BRS and ESI bits set
     RR: Remote Request Frame
     ST: Hardware Status change
     ER: Error Frame
     EV: Event. User-defined text, begins directly after 2-digit type indicator
     Reserved column: Destination address of a J1939 message, if any
-------------------------------------------------------------------------------

Number Time (ms) Bus Direction Type ID (hex) Reserved Length D0 D1 D2 D3 D4 D5 D6 D7 D... 
2468 1311.600 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
2469 1311.800 1 Rx DT 04F1 - 4 20 00 62 11
2470 1311.900 1 Rx DT 05B0 - 4 41 48 09 00
2471 1312.200 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2472 1312.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2473 1312.700 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2474 1312.900 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
2475 1313.800 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
2476 1314.100 1 Rx DT 0130 - 8 A1 7F 84 80 00 00 00 93
2477 1314.300 1 Rx DT 0140 - 8 48 81 00 64 20 00 0F FB
2478 1314.400 1 Rx DT 0162 - 3 EC 01 00
2479 1316.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
2480 1316.700 1 Rx DT 0164 - 4 00 08 0E 06
2481 1317.000 1 Rx DT 0220 - 8 00 04 80 0C 00 D0 0F E6
2482 1317.200 1 Rx DT 0251 - 8 2B 04 39 F2 00 22 E8 80
2483 1317.300 1 Rx DT 02B0 - 5 49 FF 00 07 39
2484 1319.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
2485 1320.100 1 Rx DT 0329 - 8 E3 81 7E 8E 11 32 00 10
2486 1321.700 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 30
2487 1322.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2488 1322.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2489 1322.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2490 1322.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
2491 1323.000 1 Rx DT 0453 - 5 00 80 80 00 00
2492 1323.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 28
2493 1323.800 1 Rx DT 0130 - 8 9E 7F 7F 80 00 00 01 5E
2494 1324.000 1 Rx DT 0140 - 8 4A 81 00 64 20 00 00 FA
2495 1324.200 1 Rx DT 0162 - 3 EC 01 00
2496 1324.800 1 Rx DT 0386 - 8 00 00 00 80 00 40 00 80
2497 1325.100 1 Rx DT 0387 - 8 02 14 00 00 00 22 0C 00
2498 1326.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
2499 1326.700 1 Rx DT 0164 - 4 00 08 10 18
2500 1326.900 1 Rx DT 0220 - 8 00 04 80 0C 00 D0 0F F6
2501 1327.200 1 Rx DT 0251 - 8 72 04 3A 14 00 59 88 83
2502 1327.300 1 Rx DT 02B0 - 5 48 FF 00 07 1A
2503 1327.600 1 Rx DT 0381 - 8 80 88 42 00 00 1D 68 01
2504 1329.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
2505 1330.000 1 Rx DT 0329 - 8 E3 81 7E 8E 11 32 00 10
2506 1331.700 1 Rx DT 04F1 - 4 20 00 62 21
2507 1331.900 1 Rx DT 0492 - 8 40 FE AF 2E 00 00 00 E8
2508 1332.200 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2509 1332.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2510 1332.700 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2511 1332.900 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
2512 1333.800 1 Rx DT 0130 - 8 A3 7F 80 80 00 00 02 A6
2513 1334.100 1 Rx DT 0140 - 8 56 81 00 65 20 00 01 78
2514 1334.200 1 Rx DT 0162 - 3 EC 01 00
2515 1336.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
2516 1336.700 1 Rx DT 0164 - 4 00 08 12 1A
2517 1336.900 1 Rx DT 0220 - 8 00 04 80 10 00 CF 0F 0B
2518 1337.100 1 Rx DT 0251 - 8 E3 04 3B 92 00 B1 38 87
2519 1337.400 1 Rx DT 02B0 - 5 47 FF 00 07 FB
2520 1339.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
2521 1340.000 1 Rx DT 0329 - 8 E3 81 7E 8E 11 32 00 10
2522 1342.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2523 1342.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2524 1342.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2525 1342.800 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
2526 1343.000 1 Rx DT 0453 - 5 00 80 80 00 00
2527 1343.200 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 6C
2528 1343.800 1 Rx DT 0130 - 8 97 7F 81 80 00 00 03 6E
2529 1344.100 1 Rx DT 0140 - 8 5D 81 00 64 20 00 02 F7
2530 1344.200 1 Rx DT 0162 - 3 EC 01 00
2531 1344.800 1 Rx DT 0386 - 8 00 40 00 80 00 40 00 80
2532 1345.100 1 Rx DT 0387 - 8 02 14 00 00 00 23 0D 00
2533 1346.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
2534 1346.700 1 Rx DT 0164 - 4 00 08 14 1C
2535 1347.000 1 Rx DT 0220 - 8 00 04 80 0C 00 D1 0F 19
2536 1347.200 1 Rx DT 0251 - 8 37 05 3C 9C 00 F3 A8 89
2537 1347.300 1 Rx DT 02B0 - 5 48 FF 00 07 7C
2538 1347.600 1 Rx DT 0381 - 8 80 78 47 00 00 1E 5E 01
2539 1349.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
2540 1350.100 1 Rx DT 0329 - 8 E3 81 7E 8E 11 33 00 10
2541 1351.700 1 Rx DT 04F1 - 4 00 00 62 31
2542 1351.900 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2543 1352.200 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2544 1352.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2545 1352.800 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
2546 1353.000 1 Rx DT 0436 - 4 00 00 00 00
2547 1353.800 1 Rx DT 0130 - 8 96 7F 82 80 00 00 04 DE
2548 1354.000 1 Rx DT 0140 - 8 57 81 00 64 20 00 03 82
2549 1354.200 1 Rx DT 0162 - 3 EC 01 00
2550 1356.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 80 2E
2551 1356.700 1 Rx DT 0164 - 4 00 08 16 1E
2552 1356.900 1 Rx DT 0220 - 8 00 04 80 0C 00 CB 0F 23
2553 1357.200 1 Rx DT 0251 - 8 40 05 3D 2C 00 FA 28 88
2554 1357.400 1 Rx DT 02B0 - 5 49 FF 00 07 7D
2555 1359.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
2556 1360.100 1 Rx DT 0329 - 8 E3 81 7E 8E 11 33 00 10
2557 1361.600 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
2558 1362.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2559 1362.200 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2560 1362.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2561 1362.700 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
2562 1363.000 1 Rx DT 0453 - 5 00 80 80 00 00
2563 1363.300 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 70
2564 1363.800 1 Rx DT 0130 - 8 A2 7F 77 80 00 00 05 30
2565 1364.000 1 Rx DT 0140 - 8 52 81 00 64 20 00 04 E5
2566 1364.300 1 Rx DT 0162 - 3 EC 01 00
2567 1364.800 1 Rx DT 0386 - 8 00 80 00 80 00 40 00 80
2568 1365.100 1 Rx DT 0387 - 8 02 14 00 00 00 24 0E 00
2569 1366.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 90 3E
2570 1366.700 1 Rx DT 0164 - 4 00 08 18 10
2571 1367.000 1 Rx DT 0220 - 8 00 04 80 0C 00 CB 0F 33
2572 1367.200 1 Rx DT 0251 - 8 F6 04 3E 94 00 C0 18 84
2573 1367.400 1 Rx DT 02B0 - 5 4A FF 00 07 7E
2574 1367.600 1 Rx DT 0381 - 8 80 40 46 00 00 1F 26 01
2575 1369.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
2576 1370.000 1 Rx DT 0329 - 8 0F 81 7E 8E 11 32 00 10
2577 1371.800 1 Rx DT 04F1 - 4 20 00 62 41
2578 1372.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2579 1372.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2580 1372.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2581 1372.800 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
2582 1373.800 1 Rx DT 0130 - 8 99 7F 78 80 00 00 06 88
2583 1374.000 1 Rx DT 0140 - 8 52 81 00 65 20 00 05 65
2584 1374.200 1 Rx DT 0162 - 3 EC 01 00
2585 1376.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
2586 1376.700 1 Rx DT 0164 - 4 00 08 1A 12
2587 1377.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 D1 0F 4F
2588 1377.200 1 Rx DT 0251 - 8 91 04 3F 8E 00 71 C8 81
2589 1377.300 1 Rx DT 02B0 - 5 4C FF 01 07 1F
2590 1379.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
2591 1380.000 1 Rx DT 0329 - 8 0F 81 7E 8E 11 32 00 10
2592 1382.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2593 1382.200 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2594 1382.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2595 1382.800 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
2596 1383.000 1 Rx DT 0453 - 5 00 80 80 00 00
2597 1383.200 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 74
2598 1383.500 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 CC
2599 1383.800 1 Rx DT 050E - 8 00 00 00 00 00 00 00 00
2600 1384.000 1 Rx DT 0130 - 8 A1 7F 7F 80 00 00 07 9A
2601 1384.200 1 Rx DT 0140 - 8 4B 81 00 64 20 00 06 E9
2602 1384.400 1 Rx DT 0162 - 3 EC 01 00
2603 1384.500 1 Rx DT 0500 - 1 31
2604 1384.800 1 Rx DT 0386 - 8 00 C0 00 80 00 40 00 80
2605 1385.100 1 Rx DT 0387 - 8 02 14 00 00 00 16 00 00
2606 1386.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF B0 5E
2607 1386.700 1 Rx DT 0164 - 4 00 08 1C 14
2608 1387.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 CC 0F 58
2609 1387.200 1 Rx DT 0251 - 8 40 04 40 AE 00 32 78 80
2610 1387.400 1 Rx DT 02B0 - 5 4E FF 01 07 C0
2611 1387.600 1 Rx DT 0381 - 8 80 C0 41 00 00 20 A2 01
2612 1387.800 1 Rx DT 0507 - 4 00 00 00 00
2613 1389.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
2614 1390.100 1 Rx DT 0329 - 8 0F 81 7E 8E 11 33 00 10
2615 1391.800 1 Rx DT 04F1 - 4 00 00 62 51
2616 1392.100 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2617 1392.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2618 1392.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2619 1392.900 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
2620 1393.800 1 Rx DT 0130 - 8 A9 7F 7C 80 00 00 08 4D
2621 1394.000 1 Rx DT 0140 - 8 48 81 00 64 20 00 07 13
2622 1394.200 1 Rx DT 0162 - 3 EC 01 00
2623 1394.600 1 Rx DT 0586 - 3 00 00 00
2624 1396.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF C0 6E
2625 1396.700 1 Rx DT 0164 - 4 00 08 00 08
2626 1397.000 1 Rx DT 0220 - 8 00 04 80 0C 00 D0 0F 66
2627 1397.200 1 Rx DT 0251 - 8 EF 03 41 8C 00 F4 E7 7E
2628 1397.400 1 Rx DT 02B0 - 5 4E FF 01 07 D1
2629 1399.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
2630 1400.100 1 Rx DT 0329 - 8 0F 81 7E 8E 11 32 00 10
2631 1400.300 1 Rx DT 0593 - 6 00 00 FF FF FF FF
2632 1402.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2633 1402.200 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2634 1402.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2635 1402.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
2636 1402.900 1 Rx DT 0436 - 4 00 00 00 00
2637 1403.100 1 Rx DT 0453 - 5 00 80 80 00 00
2638 1403.400 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 78
2639 1403.700 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
2640 1403.900 1 Rx DT 0130 - 8 A5 7F 6B 80 00 00 09 0E
2641 1404.100 1 Rx DT 0140 - 8 50 81 00 64 20 00 08 C3
2642 1404.400 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
2643 1404.600 1 Rx DT 0162 - 3 EC 01 00
2644 1404.900 1 Rx DT 0568 - 8 00 04 00 00 00 00 40 00
2645 1405.100 1 Rx DT 0386 - 8 00 00 00 C0 00 40 00 80
2646 1405.400 1 Rx DT 0387 - 8 02 14 00 00 00 17 01 00
2647 1406.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF D0 7E
2648 1406.700 1 Rx DT 0164 - 4 00 08 02 0A
2649 1406.900 1 Rx DT 0220 - 8 F7 03 80 0C 00 D4 0F 70
2650 1407.200 1 Rx DT 0251 - 8 9E 03 42 8C 00 B5 77 7D
2651 1407.400 1 Rx DT 02B0 - 5 4E FF 01 07 E2
2652 1407.600 1 Rx DT 0381 - 8 80 D0 3D 00 00 21 AF 01
2653 1409.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
2654 1410.000 1 Rx DT 0329 - 8 0F 81 7E 8E 11 32 00 10
2655 1411.600 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
2656 1412.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2657 1412.200 1 Rx DT 04F1 - 4 00 00 62 61
2658 1412.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2659 1412.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2660 1412.900 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
2661 1413.800 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
2662 1414.000 1 Rx DT 0130 - 8 A9 7F 5A 80 00 00 0A D7
2663 1414.300 1 Rx DT 0140 - 8 4C 81 00 65 20 00 09 41
2664 1414.400 1 Rx DT 0162 - 3 EC 01 00
2665 1416.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF E0 8E
2666 1416.700 1 Rx DT 0164 - 4 00 08 04 0C
2667 1417.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 D2 0F 8E
2668 1417.200 1 Rx DT 0251 - 8 66 03 43 68 00 89 B7 7C
2669 1417.400 1 Rx DT 02B0 - 5 4F FF 01 07 E3
2670 1419.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
2671 1420.000 1 Rx DT 0329 - 8 0F 81 7E 8E 11 32 00 10
2672 1422.000 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 40
2673 1422.200 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2674 1422.500 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2675 1422.700 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2676 1423.000 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
2677 1423.200 1 Rx DT 0453 - 5 00 80 80 00 00
2678 1423.500 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 BC
2679 1423.800 1 Rx DT 050E - 8 00 00 00 00 00 00 00 00
2680 1424.000 1 Rx DT 0130 - 8 A6 7F 54 80 00 00 0B 80
2681 1424.300 1 Rx DT 0140 - 8 48 81 00 64 20 00 0A 92
2682 1424.400 1 Rx DT 0162 - 3 EC 01 00
2683 1424.700 1 Rx DT 0386 - 8 00 40 00 C0 00 40 00 80
2684 1425.000 1 Rx DT 0387 - 8 02 14 00 00 00 18 02 00
2685 1426.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 00 AE
2686 1426.700 1 Rx DT 0164 - 4 00 08 06 0E
2687 1427.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 D4 0F 90
2688 1427.200 1 Rx DT 0251 - 8 4C 03 44 0A 00 74 87 7C
2689 1427.400 1 Rx DT 02B0 - 5 4D FF 00 07 A4
2690 1427.600 1 Rx DT 0381 - 8 80 B0 3B 00 00 22 8E 01
2691 1429.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
2692 1430.100 1 Rx DT 0329 - 8 4B 81 7E 8E 11 32 00 10
2693 1431.800 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 80
2694 1431.900 1 Rx DT 04F1 - 4 20 00 62 71
2695 1432.200 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2696 1432.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2697 1432.700 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2698 1433.000 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
2699 1433.800 1 Rx DT 0130 - 8 9A 7F 5A 80 00 00 0C A8
2700 1434.000 1 Rx DT 0140 - 8 46 81 00 64 20 00 0B 8E
2701 1434.200 1 Rx DT 0162 - 3 EC 01 00
2702 1436.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 10 BE
2703 1436.700 1 Rx DT 0164 - 4 00 08 08 00
2704 1436.900 1 Rx DT 0220 - 8 F7 03 80 0C 00 D3 0F A1
2705 1437.200 1 Rx DT 0251 - 8 46 03 45 40 00 6F C7 7C
2706 1437.400 1 Rx DT 02B0 - 5 4E FF 00 07 85
2707 1439.900 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
2708 1440.100 1 Rx DT 0329 - 8 4B 81 7E 8E 11 33 00 10
2709 1442.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2710 1442.200 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2711 1442.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2712 1442.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
2713 1443.000 1 Rx DT 0453 - 5 00 80 80 00 00
2714 1443.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 00
2715 1443.800 1 Rx DT 0130 - 8 9F 7F 57 80 00 00 0D 29
2716 1444.000 1 Rx DT 0140 - 8 45 81 00 64 20 00 0C 3A
2717 1444.200 1 Rx DT 0162 - 3 EC 01 00
2718 1444.800 1 Rx DT 0386 - 8 00 80 00 C0 00 40 00 80
2719 1445.100 1 Rx DT 0387 - 8 02 14 00 00 00 19 03 00
2720 1446.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 20 CE
2721 1446.700 1 Rx DT 0164 - 4 00 08 0A 02
2722 1447.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 CD 0F BB
2723 1447.200 1 Rx DT 0251 - 8 51 03 46 F6 00 78 67 7D
2724 1447.400 1 Rx DT 02B0 - 5 4E FF 00 07 B6
2725 1447.600 1 Rx DT 0381 - 8 80 B8 3B 00 00 23 97 01
2726 1449.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
2727 1450.000 1 Rx DT 0329 - 8 4B 81 7E 8E 11 33 00 10
2728 1452.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2729 1452.100 1 Rx DT 04F1 - 4 20 00 62 81
2730 1452.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2731 1452.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2732 1452.900 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
2733 1453.100 1 Rx DT 0436 - 4 00 00 00 00
2734 1453.800 1 Rx DT 0130 - 8 94 7F 51 80 00 00 0E 5A
2735 1454.000 1 Rx DT 0140 - 8 44 81 00 65 20 00 0D E7
2736 1454.200 1 Rx DT 0162 - 3 EC 01 00
2737 1456.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
2738 1456.700 1 Rx DT 0164 - 4 00 08 0C 04
2739 1456.900 1 Rx DT 0220 - 8 F7 03 80 0C 00 CF 0F CD
2740 1457.200 1 Rx DT 0251 - 8 6C 03 47 F8 00 8D 37 7E
2741 1457.400 1 Rx DT 02B0 - 5 4F FF 00 07 B7
2742 1459.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
2743 1460.000 1 Rx DT 0329 - 8 4B 81 7E 8E 11 33 00 10
2744 1461.600 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
2745 1462.100 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2746 1462.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2747 1462.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2748 1462.900 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
2749 1463.100 1 Rx DT 0453 - 5 00 80 80 00 00
2750 1463.300 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 04
2751 1463.600 1 Rx DT 050E - 8 00 00 00 00 00 00 00 00
2752 1463.800 1 Rx DT 0130 - 8 9C 7F 51 80 00 00 0F 95
2753 1464.100 1 Rx DT 0140 - 8 44 81 00 64 20 00 0E 5D
2754 1464.300 1 Rx DT 0386 - 8 00 C0 00 C0 00 40 00 80
2755 1464.500 1 Rx DT 0162 - 3 EC 01 00
2756 1465.100 1 Rx DT 0387 - 8 02 14 00 00 00 1A 04 00
2757 1466.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
2758 1466.700 1 Rx DT 0164 - 4 00 08 0E 06
2759 1467.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 CA 0F D6
2760 1467.200 1 Rx DT 0251 - 8 8F 03 48 28 00 A8 27 7F
2761 1467.400 1 Rx DT 02B0 - 5 4E FF 00 07 58
2762 1467.600 1 Rx DT 0381 - 8 80 30 3D 00 00 24 12 01
2763 1469.800 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 2E
2764 1470.100 1 Rx DT 0329 - 8 4B 81 7E 8E 11 32 00 10
2765 1472.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2766 1472.100 1 Rx DT 04F1 - 4 00 00 62 91
2767 1472.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2768 1472.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2769 1472.900 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
2770 1473.800 1 Rx DT 0130 - 8 8E 7F 50 80 00 00 00 47
2771 1474.100 1 Rx DT 0140 - 8 44 81 00 64 20 00 0F 40
2772 1474.200 1 Rx DT 0162 - 3 EC 01 00
2773 1476.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
2774 1476.700 1 Rx DT 0164 - 4 00 08 10 18
2775 1477.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 CE 0F EA
2776 1477.200 1 Rx DT 0251 - 8 B3 03 49 1A 00 C5 D7 7F
2777 1477.400 1 Rx DT 02B0 - 5 4E FF 00 07 49
2778 1479.900 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 3D
2779 1480.100 1 Rx DT 0329 - 8 4B 81 7E 8E 11 32 00 10
2780 1482.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2781 1482.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2782 1482.500 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2783 1482.800 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
2784 1483.000 1 Rx DT 0453 - 5 00 80 80 00 00
2785 1483.300 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 08
2786 1483.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 44
2787 1483.700 1 Rx DT 0500 - 1 31
2788 1484.000 1 Rx DT 0130 - 8 91 7F 4F 80 00 00 01 2D
2789 1484.300 1 Rx DT 0140 - 8 46 81 00 64 20 00 00 41
2790 1484.400 1 Rx DT 0162 - 3 EC 01 00
2791 1484.900 1 Rx DT 0386 - 8 00 00 00 00 00 40 00 80
2792 1485.200 1 Rx DT 0387 - 8 02 14 00 00 00 1B 05 00
2793 1486.600 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
2794 1486.700 1 Rx DT 0164 - 4 00 08 12 1A
2795 1486.900 1 Rx DT 0220 - 8 F7 03 80 0C 00 C7 0F F5
2796 1487.200 1 Rx DT 0251 - 8 D1 03 4A B1 00 DC 37 80
2797 1487.400 1 Rx DT 02B0 - 5 4F FF 00 07 6A
2798 1487.600 1 Rx DT 0381 - 8 80 D0 3E 00 00 25 B4 01
2799 1487.800 1 Rx DT 0507 - 4 00 00 00 00
2800 1489.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 00
2801 1490.000 1 Rx DT 0329 - 8 80 81 7E 8E 11 32 00 10
2802 1492.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2803 1492.100 1 Rx DT 04F1 - 4 00 00 62 A1
2804 1492.400 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2805 1492.600 1 Rx DT 052A - 8 00 02 00 80 04 00 00 00
2806 1492.800 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
2807 1493.100 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
2808 1493.900 1 Rx DT 0130 - 8 A0 7F 50 80 00 00 02 13
2809 1494.100 1 Rx DT 0140 - 8 47 81 00 65 20 00 01 9C
2810 1494.200 1 Rx DT 0162 - 3 EC 01 00
2811 1494.900 1 Rx DT 0586 - 3 00 00 00
2812 1496.500 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
2813 1496.700 1 Rx DT 0164 - 4 00 08 14 1C
2814 1497.000 1 Rx DT 0220 - 8 F7 03 80 0C 00 C8 0F 04
2815 1497.200 1 Rx DT 0251 - 8 DE 03 4B A9 00 E6 17 80
2816 1497.400 1 Rx DT 02B0 - 5 4E FF 00 07 6B
2817 1499.700 1 Rx DT 0260 - 8 00 00 04 00 00 08 5F 1F
2818 1500.000 1 Rx DT 0329 - 8 80 81 7E 8E 11 32 00 10
2819 1502.000 1 Rx DT 0356 - 7 00 00 00 00 00 00 00
2820 1502.300 1 Rx DT 0366 - 7 00 00 00 00 00 00 00
2821 1502.600 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
